#DATA_BASE,DOCUMENTO,CNPJ,AGENCIA,NOME_INSTITUICAO,COD_CONGL,NOME_CONGL,TAXONOMIA,CONTA,NOME_CONTA,SALDO,URL,URL_Documentos
202310,4010,70431630,,COOP SICREDI UNIVALES MT/RO,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3258938452,94",https://www.sicredi.com.br/coop/univales/,https://www.sicredi.com.br/coop/univales/documentos-e-relatorios/
202310,4010,72128440,,COOP SICREDI RIO RJ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"321108803,49",https://www.sicredi.com.br/coop/rio/,https://www.sicredi.com.br/coop/rio/documentos-e-relatorios/
202310,4010,72257793,,SICREDI CEARÁ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1352541252,55",https://www.sicredi.com.br/coop/ceara/,https://www.sicredi.com.br/coop/ceara/documentos-e-relatorios/
202310,4010,73113243,,COOP SICREDI MORADA DO SOL SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"653716160,53",https://www.sicredi.com.br/coop/nossa-terra-pr-sp/noticias/jardim-morada-do-sol-em-indaiatuba-ganha-agencia-inovadora-do-sicredi/,https://www.sicredi.com.br/coop/nossa-terra-pr-sp/noticias/jardim-morada-do-sol-em-indaiatuba-ganha-agencia-inovadora-do-sicredi/documentos-e-relatorios/
202310,4010,76059997,,COOP SICREDI PROGRESSO PR/SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2253962594,88",https://www.sicredi.com.br/coop/progresso-prsp/,https://www.sicredi.com.br/coop/progresso-prsp/documentos-e-relatorios/
202310,4010,77984870,,COOP SICREDI PLANALT DAS ÁGUAS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1866916402,39",https://www.sicredi.com.br/coop/planalto-das-aguas-pr-sp/,https://www.sicredi.com.br/coop/planalto-das-aguas-pr-sp/documentos-e-relatorios/
202310,4010,78414067,,COOP SICREDI VANGUARDA PR/SP/RJ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"8006085840,81",https://www.sicredi.com.br/coop/vanguarda/,https://www.sicredi.com.br/coop/vanguarda/documentos-e-relatorios/
202310,4010,78907607,,COOP SICREDI CENT SUL PR/SC/RJ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2210088877,69",https://www.sicredi.com.br/coop/centrosulprscrj/,https://www.sicredi.com.br/coop/centrosulprscrj/documentos-e-relatorios/
202310,4010,79052122,,COOP SICREDI ALIANÇA,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"2995819629,85",https://www.sicredi.com.br/coop/aliancarssces/,https://www.sicredi.com.br/coop/aliancarssces/documentos-e-relatorios/
202310,4010,79063574,,COOP SICREDI NORTE SUL,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1953382545,23",https://www.sicredi.com.br/coop/norte-sul/,https://www.sicredi.com.br/coop/norte-sul/documentos-e-relatorios/
202310,4010,79086997,,COOP SICREDI PARANAPANEMA SERRANA P,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1598950105,07",https://www.sicredi.com.br/coop/paranapanemaserrana/,https://www.sicredi.com.br/coop/paranapanemaserrana/documentos-e-relatorios/
202310,4010,79342069,,COOP SICREDI DEXIS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"9784113333,10",https://www.sicredi.com.br/site/trabalhe-conosco,https://www.sicredi.com.br/site/trabalhe-conoscodocumentos-e-relatorios/
202310,4010,79457883,,COOP SICREDI AGROEMPRESARIAL,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3398743122,09",https://www.sicredi.com.br/coop/agroempresarial/,https://www.sicredi.com.br/coop/agroempresarial/documentos-e-relatorios/
202310,4010,81054686,,COOP SICREDI INTEGRAÇÃO PR/SC,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1564698956,19",https://www.sicredi.com.br/coop/integracaoprsc/,https://www.sicredi.com.br/coop/integracaoprsc/documentos-e-relatorios/
202310,4010,81099491,,COOP SICREDI VALE DO PIQUIRI,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"8070381403,15",https://www.sicredi.com.br/coop/vale-piquiri/,https://www.sicredi.com.br/coop/vale-piquiri/documentos-e-relatorios/
202310,4010,81115149,,COOP SICREDI GRANDES LAGOS,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1504489565,55",https://www.sicredi.com.br/site/cooperativas/,https://www.sicredi.com.br/site/cooperativas/documentos-e-relatorios/
202310,4010,81192106,,COOP SICREDI NOSSA TERRA PR/SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1794974085,06",https://www.sicredi.com.br/coop/nossa-terra-pr-sp/,https://www.sicredi.com.br/coop/nossa-terra-pr-sp/documentos-e-relatorios/
202310,4010,81206039,,COOP SICREDI RIO PARANÁ,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1812354255,91",https://www.sicredi.com.br/coop/rioparana/,https://www.sicredi.com.br/coop/rioparana/documentos-e-relatorios/
202310,4010,81466286,,SICREDI CAMPOS GERAIS E GRANDE CURI,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"8002284420,49",https://www.sicredi.com.br/coop/camposgerais/,https://www.sicredi.com.br/coop/camposgerais/documentos-e-relatorios/
202310,4010,81706616,,COOP SICREDI VLR SUSTENT PR/SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"1270127039,33",https://www.sicredi.com.br/coop/valorsustentavelprsp/,https://www.sicredi.com.br/coop/valorsustentavelprsp/documentos-e-relatorios/
202310,4010,82527557,,COOP SICREDI FRONTEIR PR/SC/SP,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"3220935646,71",https://www.sicredi.com.br/coop/fronteiras/,https://www.sicredi.com.br/coop/fronteiras/documentos-e-relatorios/
202310,4010,83315408,,COOP SICREDI NORTE,,,COOPERATIVAS DE CREDITO,10000007,ATIVO REALIZÁVEL,"532753641,90",https://www.sicredi.com.br/coop/norte/,https://www.sicredi.com.br/coop/norte/documentos-e-relatorios/
